HHKEY,ZIP_CODE,Num_Purchases,TotalSpend,Credit Card User,Average_Spend,PC_CALC20,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,Pother,PROMOS,DaysonFile,BeteenPurchases,MARKDOWN,COUPONS,STORES,WEB,MAILED,RESPONDED,RESPONSERATE,DiversitySpend,Perc_Returns,RESP
9960000005583,32127,1,49,No,49,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,700,700,0.27,0,1,0,2,0,0,100,0,0
9960000005584,32174,1,359.97,No,359.97,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,334,334,0,0,1,0,4,0,0,100,0,0
9960000005585,32159,54,1617.96,Yes,29.96,11,0.2,0.08,0.08,0.05,0.04,0.01,0.02,0.03,0.03,0,0,0.03,0.05,0.01,0.37,26,674,12.48,0.41,4,8,0,10,10,100,6.94,0.43,1
9960000005586,32159,12,739.96,Yes,61.66,11,0.42,0.06,0,0.06,0.05,0,0.07,0,0,0,0.14,0,0,0,0.2,27,495,41.25,0.29,2,5,0,10,4,40,21.35,0.22,0
9960000005587,32192,2,735.28,Yes,367.64,11,0.4,0.09,0,0,0.34,0,0,0.03,0.13,0,0,0,0,0,0.01,6,155,77.5,0.28,1,1,0,2,1,50,37.43,0,0
9960000005588,32183,1,143.97,No,143.97,11,0,0,0,0,0.41,0,0,0,0.58,0,0,0,0,0,0.01,0,31,31,0.4,0,2,0,0,0,0,51.38,0,0
9960000005589,32168,1,268.99,No,268.99,16,0,0.04,0,0,0.55,0.21,0.18,0,0,0,0,0,0,0,0.02,5,643,643,0,0,2,0,1,0,0,73.5,0,0
9960000005590,32435,11,1533.3,Yes,139.39,11,0.23,0.03,0.03,0.08,0.19,0.14,0.09,0.11,0.01,0,0,0.009855,0.03,0,0.050145,22,656,59.63,0.23,3,2,0,11,8,72.73,14.78,0,0
9960000005591,1089,1,192,No,192,11,0.17,0,0,0,0.51,0.3,0,0,0,0,0,0,0,0,0.02,19,511,511,0.5,0,1,0,8,0,0,106.88,0,0
9960000005592,1001,1,160.88,No,160.88,18,0,0,0,0.24,0,0,0.24,0.36,0,0,0,0.14,0,0,0.02,4,91,91,0.1,0,2,0,0,0,0,27.4,0,0
9960000005593,1001,8,279.89,No,34.98,16,0.1,0,0.04,0.06,0,0.23,0,0.06,0,0,0.06,0,0,0.02,0.43,15,657,82.12,0.32,0,2,0,5,1,20,12.74,0.66,0
9960000005594,1351,4,380.18,Yes,95.04,11,0.35,0,0,0,0,0.15,0.1,0.29,0,0,0,0.08,0,0,0.03,24,384,96,0.2,1,3,1,7,2,28.57,35.49,0,1
9960000005595,1028,7,853.47,No,121.92,16,0.4,0.04,0.02,0,0.13,0,0.21,0.04,0.05,0,0,0,0,0.04,0.07,18,694,99.14,0.16,1,2,0,11,3,27.27,24.35,0.02,0
9960000005596,1075,1,116,No,116,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,323,323,0,0,2,0,3,0,0,100,0,0
9960000005597,1036,1,129.48,No,129.48,11,0.15,0,0,0,0.76,0,0,0,0,0,0,0,0.08,0,0.01,19,554,554,0.03,0,1,0,10,0,0,119.96,0,0
9960000005598,1073,18,2460.6,Yes,136.7,16,0.34,0.01,0.02,0.03,0.18,0.03,0.06,0.06,0.12,0.04,0.01,0,0.02,0,0.08,22,684,38,0.28,11,5,0,10,9,90,18.77,0.01,1
9960000005599,1056,8,373.96,Yes,46.74,16,0.16,0,0.09,0,0.07,0,0,0.22,0,0,0.32,0,0,0,0.14,20,341,42.62,0.37,0,3,0,5,1,20,19.85,0.13,0
9960000005600,1007,1,83,No,83,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,516,516,0.23,1,1,0,2,0,0,100,0,0
9960000005601,1020,34,2243.48,Yes,65.98,11,0.18,0.02,0.02,0.08,0.12,0.02,0.03,0.1,0,0,0.04,0.01,0.15,0.02,0.21,27,666,19.58,0.26,13,4,0,11,10,90.91,10.3,0.18,1
9960000005602,1075,2,980.08,Yes,490.04,11,0.34,0,0,0.02,0.03,0.05,0,0.17,0,0,0.12,0.02,0.07,0.03,0.15,12,302,151,0.17,1,2,0,2,0,0,17.85,0.1,0
9960000005603,1030,3,91.06,Yes,30.35,11,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0.04,14,261,87,0.56,2,1,0,3,0,0,97.64,0.42,0
9960000005604,1085,1,117,Yes,117,11,0.53,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.01,15,663,663,0.07,1,1,0,8,0,0,71.83,0,0
9960000005605,1013,20,1399.36,Yes,69.96,16,0.29,0.01,0.09,0.07,0.07,0.12,0.09,0.05,0.11,0,0,0.004111,0.01,0,0.085889,19,493,24.65,0.24,6,2,0,9,5,55.56,15.05,0.04,1
9960000005606,1030,16,2924.32,Yes,182.77,16,0.25,0.04,0.04,0.06,0.14,0,0.1,0.09,0.13,0,0.02,0,0.01,0.01,0.11,23,569,35.56,0.18,6,3,0,10,7,70,13.42,0.04,0
9960000005607,1028,5,401.04,Yes,80.2,11,0.34,0.02,0,0.05,0,0,0.14,0.06,0.1,0,0,0,0,0,0.29,4,87,17.4,0.21,2,3,0,0,0,0,15.46,0.37,0
9960000005608,1089,1,158,No,158,11,0,0,0,0,0.62,0.37,0,0,0,0,0,0,0,0,0.01,12,293,293,0,0,1,0,3,0,0,153.2,0,0
9960000005609,1073,3,329.5,No,109.83,11,0.32,0,0,0,0,0,0.25,0.16,0,0,0,0.06,0.17,0.02,0.02,24,554,184.66,0.5,0,4,0,10,2,20,22.85,0,0
9960000005610,1056,7,1067.63,Yes,152.51,11,0.27,0,0,0.06,0.23,0.02,0,0.15,0.05,0,0,0,0.08,0.04,0.1,17,312,44.57,0.36,5,2,0,5,3,60,17.43,0.05,0
9960000005611,1030,7,365.85,Yes,52.26,16,0.4,0,0,0.15,0.13,0,0,0.25,0,0,0,0,0.05,0,0.02,13,405,57.85,0.3,1,2,0,3,1,33.33,27.39,0,0
9960000005612,1002,2,155.99,No,77.99,11,0.88,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.01,16,288,144,0.48,0,1,0,4,0,0,80.08,0,0
9960000005613,1028,3,206.77,Yes,68.92,16,0,0.09,0,0,0.26,0,0.29,0,0.14,0,0,0,0,0,0.22,6,196,65.33,0.22,1,1,0,2,1,50,18.95,0.24,0
9960000005614,32257,2,77.99,No,38.99,11,0,0,0,0.17,0,0.82,0,0,0,0,0,0,0,0,0.01,1,67,33.5,0.07,0,2,0,0,0,0,70.55,0,0
9960000005615,32246,1,104.98,No,104.98,16,0,0,0,0,0.6,0,0,0,0.39,0,0,0,0,0,0.01,16,429,429,0.3,0,2,0,10,0,0,52,0,0
9960000005616,32250,2,238.96,No,119.48,11,0.56,0,0.06,0,0,0,0.18,0,0.17,0,0,0,0,0,0.03,6,355,177.5,0.1,0,2,0,1,0,0,39.46,0,1
9960000005617,32256,2,360,No,180,11,0.06,0.04,0,0.28,0.14,0,0.1,0,0,0,0,0,0.05,0.05,0.28,15,345,172.5,0.003128,0,2,0,6,0,0,12.57,0.32,0
9960000005618,32225,2,92.97,No,46.48,11,0,0,0,0.39,0,0,0.35,0,0,0,0,0,0,0.07,0.19,16,383,191.5,0.27,0,2,0,6,0,0,28.99,0.31,0
9960000005619,32224,4,303.68,No,75.92,11,0.36,0,0,0.04,0,0.13,0,0.14,0.27,0,0,0,0.03,0,0.03,3,343,85.75,0.23,0,3,0,0,0,0,25.03,0,0
9960000005620,32218,1,68.99,Yes,68.99,16,0,0.14,0,0,0,0.85,0,0,0,0,0,0,0,0,0.01,7,265,265,0.11,0,2,0,1,0,0,148.36,0,0
9960000005621,32250,1,183,No,183,11,0,0,0,0.13,0.54,0.32,0,0,0,0,0,0,0,0,0.01,5,152,152,0.04,0,1,0,1,0,0,116.07,0,0
9960000005622,32233,9,890.08,Yes,98.89,16,0.38,0.003033,0.12,0.18,0.15,0,0,0.06,0,0,0.03,0.01,0.04,0,0.026967,19,421,46.77,0.31,0,5,0,9,1,11.11,23.07,0,1
9960000005623,32225,2,241.97,No,120.98,11,0,0,0,0,0.4,0.24,0,0.2,0,0,0,0,0.14,0,0.02,8,685,342.5,0.05,0,1,0,5,0,0,32.97,0,0
9960000005624,2631,1,107,No,107,11,0,0,0,0,0.64,0,0.35,0,0,0,0,0,0,0,0.01,6,185,185,0,0,1,0,2,0,0,54.19,0,0
9960000005625,31522,7,977.94,No,139.7,11,0,0,0,0.2,0.19,0.07,0,0.05,0.15,0.15,0,0.008631,0,0.02,0.161369,12,630,90,0.22,0,6,0,3,1,33.33,16.75,0.13,0
9960000005626,32224,4,673.45,No,168.36,11,0.11,0,0,0.24,0.24,0.08,0.3,0,0,0,0,0,0,0,0.03,4,503,125.75,0.07,0,1,0,1,1,100,28.86,0,0
9960000005627,32216,2,226,No,113,11,0.3,0,0,0,0.43,0.26,0,0,0,0,0,0,0,0,0.01,19,701,350.5,0,0,1,0,9,2,22.22,35.05,0,0
9960000005628,32225,1,79,No,79,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,555,555,0,0,1,0,3,0,0,200,0,0
9960000005629,32211,2,72.5,No,36.25,11,0.55,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.01,3,220,110,0.49,0,1,0,0,0,0,50.53,0,0
9960000005630,32225,1,76.96,No,76.96,11,0.18,0,0,0,0,0,0.45,0,0.36,0,0,0,0,0,0.01,1,82,82,0.3,0,1,0,0,0,0,37.19,0,0
9960000005631,32277,4,176.96,No,44.24,11,0.22,0,0.06,0,0.2,0,0,0,0,0,0,0,0,0.5,0.02,4,561,140.25,0.34,0,1,0,1,0,0,35.31,0,1
9960000005632,32224,3,146.5,No,48.83,16,0.28,0,0,0.08,0,0.1,0,0.28,0,0,0,0,0,0.08,0.18,4,581,193.66,0.39,0,3,0,0,0,0,18.68,0.18,0
9960000005633,32224,2,157.95,No,78.97,11,0,0,0.08,0.18,0.34,0.18,0.17,0,0.01,0,0,0,0,0,0.04,4,430,215,0.31,0,2,0,4,0,0,22.74,0,0
9960000005634,32210,1,72.75,No,72.75,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,293,293,0.25,0,1,0,0,0,0,100,0,0
9960000005635,32224,2,161.99,No,80.99,11,0,0,0,0,0.6,0,0.39,0,0,0,0,0,0,0,0.01,12,439,219.5,0,0,1,0,5,1,20,52.2,0,0
9960000005636,32266,1,88,No,88,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,288,288,0.5,0,1,0,1,0,0,100,0,0
9960000005637,32224,4,269.97,Yes,67.49,11,0.29,0,0,0,0,0,0.22,0,0.11,0,0,0,0,0,0.38,13,690,172.5,0.1,0,4,0,7,1,14.29,15.04,0.57,1
9960000005638,32277,1,89,No,89,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,181,181,0.49,0,1,0,1,0,0,100,0,0
9960000005639,32224,1,85.48,No,85.48,11,0.92,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.01,15,409,409,0.44,0,1,0,6,0,0,86.94,0,0
9960000005640,32221,2,213,No,106.5,11,0.49,0.1,0,0.14,0,0,0,0,0,0,0,0.1,0,0.06,0.11,13,677,338.5,0.01,0,2,0,8,0,0,29.45,0.09,0
9960000005641,32256,2,72,No,36,11,0,0,0,0,0,0,0,0.81,0,0,0,0.18,0,0,0.01,11,313,156.5,0.15,0,1,0,4,0,0,137.55,0,0
9960000005642,32225,1,148.98,No,148.98,11,0.32,0,0,0.22,0.32,0,0,0.12,0,0,0,0,0,0,0.02,0,31,31,0.29,0,1,0,0,0,0,27.86,0,1
9960000005643,32246,18,870.94,No,48.38,11,0.2,0.04,0,0.14,0,0.06,0.16,0.15,0.08,0,0,0,0,0.009051,0.160949,15,481,26.72,0.13,2,3,0,10,6,60,12.73,0.14,1
9960000005644,32277,6,627.89,Yes,104.64,16,0.12,0.05,0.05,0.15,0.2,0.04,0,0.19,0.07,0,0,0,0,0.08,0.05,13,422,70.33,0.23,1,3,0,5,2,40,14.08,0,0
9960000005645,32246,5,298.13,No,59.62,16,0,0.18,0,0.36,0.11,0.16,0,0.13,0,0,0.03,0,0,0,0.03,15,581,116.2,0.26,0,3,0,6,1,16.67,22.9,0,0
9960000005646,32246,1,159.67,Yes,159.67,16,0,0.02,0,0.32,0.02,0.02,0,0.16,0.42,0,0,0,0,0,0.04,14,678,678,0.25,0,2,0,8,1,12.5,31.6,0,0
9960000005647,32210,4,341.94,Yes,85.48,18,0,0.16,0,0.08,0.18,0.49,0.08,0,0,0,0,0,0,0,0.01,15,293,73.25,0.33,2,2,0,4,0,0,43.3,0,0
9960000005648,32224,6,547.59,No,91.26,16,0.17,0.02,0,0.17,0,0.08,0.17,0.05,0.02,0.27,0,0.01,0,0,0.04,19,645,107.5,0.31,1,6,1,9,3,33.33,17.75,0,0
9960000005649,32217,1,565.54,Yes,565.54,11,0.05,0.15,0.12,0.05,0.26,0,0.04,0.07,0,0,0,0,0.13,0.08,0.05,1,72,72,0.37,1,2,0,0,0,0,15.11,0,1
9960000005650,32223,2,200.44,No,100.22,16,0.15,0.09,0,0.14,0.39,0.19,0,0,0,0,0,0,0,0,0.04,18,676,338,0.14,0,3,0,10,1,10,25.45,0,0
9960000005651,32225,4,127.97,No,31.99,11,0.2,0,0,0.45,0,0.27,0,0,0,0,0,0,0.07,0,0.01,11,488,122,0.23,0,1,0,5,0,0,32.63,0,0
9960000005652,32256,2,160.49,No,80.24,16,0.82,0,0.06,0,0,0,0.09,0,0,0,0,0.01,0,0,0.02,5,685,342.5,0.45,0,3,0,1,0,0,69.44,0,0
9960000005653,32225,5,403.94,No,80.78,16,0.52,0,0,0.07,0,0,0.08,0,0.24,0,0,0.01,0,0,0.08,15,413,82.6,0.21,0,3,0,8,2,25,34.48,0.05,0
9960000005654,32205,1,164.98,No,164.98,11,0,0,0.44,0.17,0,0.38,0,0,0,0,0,0,0,0,0.01,1,78,78,0.14,0,1,0,0,0,0,37.24,0,0
9960000005655,32225,2,252.17,No,126.08,16,0,0,0,0.04,0.53,0.23,0.11,0,0,0,0,0.07,0,0,0.02,8,295,147.5,0.14,0,2,0,3,0,0,75,0,0
9960000005656,32246,2,46.99,No,23.49,11,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.7,7,239,119.5,0.23,0,2,0,3,0,0,9.19,2.29,0
9960000005657,32258,5,937.76,No,187.55,16,0.12,0,0,0.02,0.22,0.06,0.01,0.18,0.34,0,0,0,0,0,0.05,17,613,122.6,0.13,0,3,0,9,2,22.22,22.48,0.01,0
9960000005658,32205,4,336.5,Yes,84.12,11,0,0,0,0.02,0.35,0.35,0,0.26,0,0,0,0,0,0,0.02,20,268,67,0.21,2,3,0,10,2,20,94.8,0,0
9960000005659,32225,6,544.93,No,90.82,11,0.33,0.06,0.05,0.03,0,0.16,0,0,0.29,0,0,0,0,0,0.08,21,606,101,0.2,2,2,0,10,4,40,23.42,0.05,0
9960000005660,32225,7,258.95,No,36.99,16,0.22,0,0,0.23,0.11,0,0,0.15,0.08,0,0,0,0,0,0.21,12,439,62.71,0.19,0,2,0,4,0,0,15.12,0.22,0
9960000005661,32208,3,371.48,No,123.82,11,0.38,0.08,0.1,0.03,0,0,0.13,0.03,0,0,0,0.06,0.14,0,0.05,20,635,211.66,0.1,0,2,0,10,3,30,21.6,0,0
9960000005662,32225,2,155.32,No,77.66,11,0.32,0.13,0,0,0.3,0.23,0,0,0,0,0,0,0,0,0.02,0,46,23,0.41,0,1,0,0,0,0,27.4,0,0
9960000005663,32233,1,213.16,No,213.16,16,0.16,0.04,0.22,0,0.25,0.3,0,0,0,0,0,0,0,0,0.03,1,409,409,0.23,0,2,0,0,0,0,23.79,0,0
9960000005664,32225,3,222.9,No,74.3,16,0.33,0,0,0.28,0.16,0,0,0,0.21,0,0,0,0,0,0.02,3,623,207.66,0.31,0,3,0,1,0,0,26.72,0,1
9960000005665,32207,6,750.91,Yes,125.15,16,0.15,0,0,0.19,0.26,0.09,0,0.24,0,0,0,0,0,0,0.07,17,331,55.16,0.01,0,2,0,6,1,16.67,20.36,0.03,0
9960000005666,32233,3,402.98,Yes,134.32,18,0.09,0,0.08,0.54,0,0.12,0,0,0.14,0,0,0,0,0,0.03,17,663,221,0.06,0,3,0,9,0,0,35.18,0,0
9960000005667,32218,1,29.99,No,29.99,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,50,50,0.4,0,1,0,2,0,0,100,0,0
9960000005668,32211,18,298.39,No,16.57,16,0.16,0.2,0,0,0.15,0,0,0.09,0,0,0,0.05,0,0,0.35,13,608,33.77,0.15,0,10,0,5,2,40,10.79,0.46,0
9960000005669,32225,2,113.96,No,56.98,11,0,0,0.21,0,0.08,0,0.42,0,0.26,0,0,0,0,0,0.03,8,313,156.5,0.05,0,2,0,2,0,0,30.98,0,0
9960000005670,32277,31,1147.84,Yes,37.02,16,0.11,0.01,0,0.07,0.11,0.08,0.03,0.05,0.03,0,0,0.002685,0.02,0.008314,0.479001,20,642,20.7,0.23,4,5,0,10,6,60,5.16,0.78,0
9960000005671,32246,2,199.87,No,99.93,11,0.08,0,0,0.37,0.12,0,0,0.42,0,0,0,0,0,0,0.01,14,481,240.5,0.39,0,2,0,7,0,0,33.86,0,0
9960000005672,32233,2,147,No,73.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,334,167,0.27,0,2,0,2,0,0,100,0,0
9960000005673,32209,13,1402.64,Yes,107.89,19,0.36,0.02,0,0.08,0.1,0.08,0.07,0.09,0.06,0,0,0,0.004884,0,0.135116,15,663,51,0.27,4,2,0,4,2,50,17.71,0.09,0
9960000005674,32250,4,403.59,Yes,100.89,16,0.64,0.05,0,0.05,0.05,0,0,0.05,0.12,0,0,0.01,0,0,0.03,20,341,85.25,0.3,1,4,0,6,2,33.33,44.79,0,0
9960000005675,32301,3,137.49,No,45.83,11,0.64,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.01,3,364,121.33,0.12,0,3,0,1,0,0,54.12,0,0
9960000005676,32301,1,127,No,127,11,0,0,0,0.37,0,0,0,0,0.62,0,0,0,0,0,0.01,7,184,184,0,0,1,0,2,0,0,91.67,0,0
9960000005677,32312,3,397.37,Yes,132.45,16,0,0.09,0,0.03,0.22,0.13,0,0.13,0,0.32,0,0,0.05,0,0.03,17,575,191.66,0.16,0,3,0,6,0,0,25.59,0,0
9960000005678,32312,5,837.48,Yes,167.49,11,0.06,0.02,0,0.1,0.35,0.03,0.17,0.14,0,0,0,0.04,0.03,0.02,0.04,18,121,24.2,0.15,1,5,0,9,2,22.22,19.39,0,0
9960000005679,32309,1,73,No,73,11,0,0.32,0,0,0,0,0.67,0,0,0,0,0,0,0,0.01,2,133,133,0,0,1,0,0,0,0,55.86,0,0
9960000005680,32308,9,316.16,Yes,35.12,11,0.06,0,0.16,0.26,0.11,0.14,0,0,0.06,0,0,0,0.02,0.04,0.15,19,614,68.22,0.39,2,3,0,8,3,37.5,14.31,0.12,0
9960000005681,32308,1,310.89,No,310.89,11,0,0.09,0,0.12,0.31,0.18,0,0.15,0,0,0,0,0.06,0.04,0.05,11,290,290,0.02,0,1,0,3,0,0,63.68,0,0
9960000005682,32312,6,324.4,No,54.06,16,0.15,0,0,0.46,0,0,0,0.35,0,0,0,0,0.03,0,0.01,8,222,37,0.01,0,4,1,2,1,50,36.31,0,0
9960000005683,32311,8,709.33,Yes,88.66,11,0.09,0,0.13,0.13,0.05,0,0.009164,0.01,0.55,0,0,0,0,0,0.030836,17,621,77.62,0.4,0,4,0,8,3,37.5,37.96,0,1
9960000005684,32309,1,207,No,207,11,0,0,0,0,0.47,0.28,0,0.23,0,0,0,0,0,0,0.02,5,131,131,0,0,1,0,1,0,0,136.6,0,0
9960000005685,32301,3,79.98,No,26.66,11,0.5,0,0,0.12,0,0,0,0,0,0,0,0,0,0.37,0.01,5,212,70.66,0.06,0,1,0,1,0,0,40.62,0,0
9960000005686,32309,1,98.98,No,98.98,11,0,0,0.65,0.34,0,0,0,0,0,0,0,0,0,0,0.01,8,358,358,0,0,1,0,2,0,0,54.89,0,0
9960000005687,32317,2,215,No,107.5,11,0,0,0.26,0.18,0,0.54,0,0,0,0,0,0,0,0,0.02,6,186,93,0,0,1,0,2,0,0,70.81,0,0
9960000005688,32333,8,1473.17,Yes,184.14,16,0.24,0.02,0,0.1,0.11,0.06,0.11,0,0.03,0,0.08,0,0.08,0,0.17,21,653,81.62,0.19,2,2,0,9,4,44.44,11.77,0.14,0
9960000005689,32309,1,98,No,98,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,326,326,0.22,0,1,0,2,0,0,100,0,0
9960000005690,32312,2,214,No,107,16,0.54,0,0,0.18,0,0.27,0,0,0,0,0,0,0,0,0.01,15,457,228.5,0,0,2,0,9,1,11.11,47.9,0,0
9960000005691,32308,8,267.57,Yes,33.44,16,0.29,0.05,0,0.07,0.11,0,0,0.24,0.22,0,0,0,0,0,0.02,10,500,62.5,0.32,1,2,0,3,1,33.33,21.67,0,0
9960000005692,32315,11,620.29,Yes,56.39,16,0.3,0.21,0,0.16,0,0,0.22,0.03,0,0,0,0,0.02,0,0.06,18,678,61.63,0.22,2,2,0,9,4,44.44,21.84,0.03,1
9960000005693,32315,8,595.68,No,74.46,11,0.07,0.03,0,0.17,0,0.12,0.17,0,0.06,0,0,0,0.06,0.02,0.3,15,612,76.5,0.09,0,1,0,6,3,50,11.65,0.56,1
9960000005694,32353,1,222,No,222,11,0,0,0,0.19,0.53,0.26,0,0,0,0,0,0,0,0,0.02,12,352,352,0,0,1,0,4,0,0,104.01,0,0
9960000005695,32303,3,202.48,No,67.49,11,0.4,0,0,0.14,0,0.44,0,0,0,0,0,0,0,0,0.02,10,344,114.66,0.19,0,1,0,4,1,25,38.58,0,0
9960000005696,32312,5,115.42,Yes,23.08,16,0,0,0.44,0,0,0,0,0,0,0,0,0.23,0,0,0.33,16,373,74.6,0.05,0,2,0,6,0,0,26.06,0.8,0
9960000005697,32303,4,264.99,No,66.24,11,0.27,0,0,0.15,0.15,0,0,0.16,0,0,0,0,0,0,0.27,7,192,48,0.06,0,1,0,3,1,33.33,17.94,0.32,0
9960000005698,32327,3,456.61,No,152.2,11,0.51,0.06,0.24,0.09,0,0,0.07,0,0,0,0,0,0,0,0.03,14,565,188.33,0.37,0,4,0,7,2,28.57,34.85,0,0
9960000005699,32308,3,311.23,No,103.74,16,0.23,0.07,0,0.09,0.16,0,0.42,0,0,0,0,0,0,0,0.03,16,480,160,0.26,0,2,0,9,2,22.22,27.91,0,0
9960000005700,32308,1,6,No,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,601,601,0,0,1,0,10,0,0,100,0,0
9960000005701,32308,3,252.24,Yes,84.08,11,0.11,0,0,0,0.47,0,0,0.19,0,0,0,0.1,0,0,0.13,16,516,172,0.29,0,1,0,10,1,10,43.48,0.13,0
9960000005702,32312,16,1513.21,Yes,94.57,16,0.21,0.09,0.12,0.15,0.05,0.03,0.22,0,0.01,0,0.01,0,0.01,0.006083,0.093917,24,690,43.12,0.3,4,6,0,10,8,80,15.26,0.03,1
9960000005703,32317,1,92.99,No,92.99,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,409,409,0.13,0,1,0,0,0,0,100,0,0
9960000005704,32303,1,83.98,No,83.98,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,80,80,0.3,0,1,0,0,0,0,100,0,0
9960000005705,32444,14,1134.94,Yes,81.06,11,0.35,0.01,0,0.04,0.1,0,0.13,0.17,0.07,0,0,0,0.03,0.04,0.06,20,339,24.21,0.13,2,2,0,9,3,33.33,23.27,0,0
9960000005706,32408,8,459.27,No,57.4,11,0.48,0,0.12,0.02,0,0.15,0,0.09,0.06,0,0,0.02,0.01,0,0.05,18,688,86,0.38,0,1,0,7,2,28.57,29.26,0,0
9960000005707,32401,2,194.99,No,97.49,11,0.39,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0.01,6,225,112.5,0,0,2,0,2,0,0,35.99,0,0
9960000005708,32444,6,563.43,No,93.9,11,0.36,0,0.03,0.05,0.17,0,0.13,0,0,0.21,0,0,0,0.02,0.03,6,521,86.83,0.05,0,1,0,2,0,0,22.99,0,0
9960000005709,32404,1,213.93,No,213.93,11,0.49,0,0,0.28,0,0,0.22,0,0,0,0,0,0,0,0.01,19,454,454,0.23,0,1,0,9,0,0,37.17,0,0
9960000005710,32444,3,75.47,No,25.15,11,0.64,0,0,0.13,0,0,0,0,0,0,0,0,0,0.05,0.18,2,623,207.66,0.27,0,1,0,2,0,0,43.28,0.19,0
9960000005711,32404,2,186.96,No,93.48,11,0.39,0.02,0.18,0,0.13,0,0,0.26,0,0,0,0,0,0,0.02,13,683,341.5,0.13,0,1,0,8,3,37.5,34.33,0,0
9960000005712,32444,3,151.73,Yes,50.57,16,0,0,0,0,0,0,0,0,0.76,0,0,0.02,0,0,0.22,15,533,177.66,0.25,0,2,0,7,2,28.57,65.44,0.26,0
9960000005713,32404,16,1697.53,Yes,106.09,11,0.24,0.02,0,0.18,0.17,0.12,0.03,0.13,0,0,0,0,0.007519,0.009189,0.093292,17,700,43.75,0.23,8,3,1,8,5,62.5,16.29,0.05,1
9960000005714,32404,4,163.49,No,40.87,11,0.18,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.6,12,299,74.75,0.15,0,2,0,4,0,0,8.72,1.4,0
9960000005715,32401,20,1702.12,Yes,85.1,15,0.06,0.03,0.04,0.19,0.14,0.05,0.04,0.19,0.08,0,0,0.01,0.05,0,0.12,13,649,32.45,0.18,5,4,1,3,2,66.67,12.07,0.07,1
9960000005716,32405,15,1092.65,Yes,72.84,11,0.05,0,0.07,0.27,0.3,0.05,0.08,0.03,0.06,0,0,0,0.01,0.005388,0.074612,20,701,46.73,0.29,1,4,0,9,5,55.56,22.87,0.01,1
9960000005717,32444,8,413.17,Yes,51.64,11,0.23,0.01,0,0.12,0.03,0.05,0.02,0.27,0,0,0,0,0,0,0.27,18,435,54.37,0.28,2,1,0,9,5,55.56,15.43,0.42,0
9960000005718,32405,1,131.97,No,131.97,11,0,0.34,0,0.28,0,0,0.37,0,0,0,0,0,0,0,0.01,1,114,114,0,0,1,0,0,0,0,33.68,0,0
9960000005719,32404,5,118.97,No,23.79,11,0,0.01,0.27,0,0,0,0,0.1,0.4,0,0,0.1,0.05,0,0.07,6,615,123,0.41,0,1,0,5,1,20,28.24,0.22,1
9960000005720,32444,3,355.49,No,118.49,11,0.07,0,0,0.38,0.33,0.04,0,0.16,0,0,0,0,0,0,0.02,1,323,107.66,0.17,0,1,0,0,0,0,29.32,0,0
9960000005721,40014,3,37.47,No,12.49,11,0,0.44,0.11,0,0,0,0,0,0,0,0,0,0,0,0.45,3,337,112.33,0.31,0,1,0,0,0,0,20.98,0.8,0
9960000005722,32404,4,186.39,Yes,46.59,11,0.08,0,0,0.11,0.32,0,0,0.14,0,0.27,0,0,0.05,0.01,0.02,9,636,159,0.4,1,1,0,3,1,33.33,22.09,0,0
9960000005723,32404,4,493.39,No,123.34,11,0.41,0.06,0.04,0,0,0,0.21,0.06,0.15,0,0,0.02,0.02,0,0.03,5,275,68.75,0.3,1,1,0,1,0,0,25.3,0,0
9960000005724,36303,4,84.47,No,21.11,16,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,5,264,66,0.39,0,1,0,1,0,0,40.05,0.58,0
